,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,net_capital
14044,57,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,0,0
14045,51,Government,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
14046,61,Government,High School Graduate,9,Never Married,White Collar,Not family,White,Female,35,Other,0,0
14047,71,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,20,US,0,0
14048,47,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
14049,38,Private,Bachelor's Degree,13,Never Married,Service,Other Relative,White,Female,45,US,0,0
14050,25,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,65,US,0,0
14051,33,Private,Some High School,7,Married,Blue Collar,Spouse,White,Male,50,US,0,0
14052,40,Government,Some High School,7,Previously Married,Blue Collar,Not family,White,Female,52,US,0,0
14053,39,Unknown,Some High School,7,Never Married,Unknown,Not family,Other,Female,40,US,0,0
14054,29,Private,High School Graduate,9,Married,White Collar,Spouse,White,Female,40,US,0,2829
14055,33,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
14057,24,Private,High School Graduate,9,Married,White Collar,Spouse,White,Female,40,US,1,0
14058,28,Private,Advanced Degree,14,Never Married,White Collar,Not family,Other,Male,30,Other,0,0
14059,20,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
14060,34,Private,Collage/Associate Degree,10,Previously Married,Blue Collar,Not family,White,Female,40,US,0,0
14061,34,Government,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,55,US,0,0
14062,25,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,Other,Female,40,US,0,0
14063,36,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,0,0
14065,38,Private,Collage/Associate Degree,10,Previously Married,Service,Not family,White,Female,58,US,0,0
14066,57,Private,High School Graduate,9,Previously Married,Service,Other Relative,White,Female,25,US,0,-1719
14068,56,Private,High School Graduate,9,Married,Service,Spouse,White,Female,10,US,0,0
14069,24,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,40,US,0,0
14070,60,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,48,US,0,0
14071,37,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,50,US,0,0
14072,27,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,1,0
14073,54,Private,Collage/Associate Degree,10,Previously Married,Service,Not family,White,Male,28,Other,0,0
14074,40,Private,High School Graduate,9,Married,Service,Spouse,Other,Male,30,Other,0,0
14076,51,Government,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,1,0
14077,40,Self-employed,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,50,US,1,0
14078,64,Government,High School Graduate,9,Married,White Collar,Spouse,White,Male,8,US,0,0
14079,24,Private,High School Graduate,9,Never Married,Service,Not family,White,Female,40,US,0,2174
14080,33,Private,High School Graduate,9,Married,White Collar,Spouse,Other,Female,38,US,0,0
14081,31,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,40,US,0,0
14083,54,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,40,US,1,14084
14084,31,Private,No formal education,2,Never Married,Blue Collar,Not family,White,Male,37,Other,0,0
14085,39,Private,Some High School,8,Married,Blue Collar,Not family,Other,Male,45,Unknown,0,0
14087,31,Private,Collage/Associate Degree,10,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
14088,68,Private,No formal education,3,Previously Married,Service,Not family,White,Male,12,Other,0,0
14089,59,Government,Some High School,6,Previously Married,Service,Not family,White,Female,37,US,0,0
14090,35,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,45,US,0,2829
14092,23,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
14093,35,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Male,60,US,0,0
14095,19,Private,Collage/Associate Degree,10,Never Married,Blue Collar,Not family,White,Male,45,US,0,0
14096,53,Private,Advanced Degree,14,Married,White Collar,Spouse,White,Male,55,US,1,-1977
14099,74,Self-employed,High School Graduate,9,Previously Married,Service,Not family,White,Male,20,US,0,0
14100,28,Private,Collage/Associate Degree,10,Never Married,Blue Collar,Not family,White,Male,50,US,0,0
14101,40,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,40,US,0,0
14102,30,Private,Collage/Associate Degree,10,Married,Blue Collar,Not family,White,Male,40,Unknown,0,0
14104,80,Private,Advanced Degree,15,Married,White Collar,Spouse,White,Male,35,US,1,0
14107,37,Government,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,0,0
14109,58,Private,High School Graduate,9,Never Married,Service,Not family,White,Male,40,US,0,0
14110,57,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,0,0
14112,23,Government,Collage/Associate Degree,10,Never Married,Blue Collar,Not family,Other,Male,40,US,0,0
14113,36,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,32,Other,0,0
14114,33,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
14115,30,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Female,40,US,0,0
14116,30,Private,High School Graduate,9,Never Married,White Collar,Not family,White,Female,24,US,0,0
14117,41,Private,Advanced Degree,15,Married,White Collar,Spouse,White,Male,65,US,1,99999
14118,57,Unknown,Collage/Associate Degree,10,Married,Unknown,Spouse,Other,Male,60,US,1,0
14120,40,Private,Advanced Degree,15,Never Married,White Collar,Not family,White,Female,50,US,1,14084
14121,53,Private,High School Graduate,9,Previously Married,White Collar,Not family,Other,Female,40,US,0,0
14122,31,Government,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,13,US,0,0
14123,41,Unknown,No formal education,3,Married,Unknown,Spouse,White,Male,40,Other,0,0
14124,36,Private,High School Graduate,9,Never Married,White Collar,Other Relative,White,Male,40,US,0,0
14125,30,Private,Some High School,8,Previously Married,Service,Not family,White,Female,40,US,0,0
14129,48,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,30,Other,0,0
14132,31,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,50,US,0,0
14134,35,Private,High School Graduate,9,Married,Blue Collar,Spouse,Other,Male,40,US,0,0
14138,43,Private,High School Graduate,9,Married,Blue Collar,Spouse,Other,Female,42,US,1,0
14139,33,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,60,US,0,0
14141,52,Private,Some High School,6,Married,Blue Collar,Spouse,White,Male,45,US,0,0
14142,38,Government,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
14143,28,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,46,US,1,0
14145,51,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,50,US,1,0
14147,32,Private,Bachelor's Degree,13,Married,White Collar,Spouse,Other,Male,50,Other,1,0
14148,32,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,48,US,1,-2415
14149,37,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
14150,69,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,33,US,0,0
14151,33,Unknown,Collage/Associate Degree,10,Previously Married,Unknown,Not family,Other,Male,30,US,0,0
14152,37,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,50,Other,1,0
14153,36,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,40,US,0,2463
14154,47,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,45,US,1,0
14155,63,Private,Some High School,6,Married,Blue Collar,Spouse,White,Male,40,US,0,0
14156,21,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,65,US,0,0
14157,17,Private,High School Graduate,9,Never Married,Service,Other Relative,White,Male,35,Other,0,0
14158,56,Private,High School Graduate,9,Previously Married,Blue Collar,Not family,White,Male,40,US,0,0
14160,27,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,38,US,0,0
14161,38,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,20,US,0,0
14163,26,Private,High School Graduate,9,Never Married,White Collar,Not family,White,Female,40,US,0,0
14165,42,Private,Some High School,7,Married,Blue Collar,Spouse,White,Male,40,US,0,0
14166,55,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,40,US,0,0
14167,32,Government,Collage/Associate Degree,10,Married,White Collar,Spouse,Other,Female,40,US,0,0
14168,66,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,20051
14169,66,Government,Advanced Degree,16,Previously Married,White Collar,Not family,White,Female,40,US,0,3273
14170,49,Private,Collage/Associate Degree,10,Previously Married,Service,Not family,White,Female,40,US,0,0
14172,38,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,50,US,1,0
14173,40,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,0,0
14175,46,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
14178,71,Unknown,High School Graduate,9,Previously Married,Unknown,Not family,White,Female,40,US,0,0
14179,37,Government,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Female,35,US,0,1151
14180,52,Government,Advanced Degree,14,Never Married,White Collar,Not family,White,Male,32,US,1,0
14181,27,Private,Advanced Degree,14,Never Married,White Collar,Not family,White,Female,46,US,0,0
14182,52,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Female,40,US,0,0
14184,37,Self-employed,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,50,US,1,0
14185,28,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
14186,25,Private,No formal education,4,Married,Blue Collar,Spouse,White,Male,40,Other,0,0
14187,31,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,50,US,0,0
14188,29,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
14189,45,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,35,US,0,0
14190,69,Private,No formal education,4,Married,Service,Spouse,White,Male,20,US,0,0
14192,54,Government,Advanced Degree,16,Married,White Collar,Spouse,White,Male,46,Other,1,0
14195,32,Self-employed,High School Graduate,9,Married,Service,Spouse,White,Female,5,Unknown,0,0
14197,66,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,45,US,1,0
14198,61,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
14200,24,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
14201,30,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Male,30,US,0,1151
14204,56,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,50,US,1,0
14205,25,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,0,0
14207,58,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
14208,40,Government,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,40,Other,0,0
14209,62,Private,Advanced Degree,14,Previously Married,White Collar,Not family,White,Female,45,US,0,0
14210,54,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,25,US,1,0
14213,28,Unknown,Some High School,7,Never Married,Unknown,Not family,Other,Female,40,US,0,0
14214,32,Private,High School Graduate,9,Married,White Collar,Spouse,Other,Male,40,Other,0,0
14215,22,Government,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,35,US,0,0
14216,34,Government,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,48,US,0,0
14217,53,Unknown,Bachelor's Degree,13,Married,Unknown,Spouse,White,Male,30,US,1,0
14218,47,Private,High School Graduate,9,Married,Service,Spouse,White,Male,40,Other,0,0
14220,41,Self-employed,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,55,US,1,-2415
14221,46,Private,Collage/Associate Degree,10,Married,Service,Spouse,White,Female,40,US,0,5013
14222,56,Self-employed,No formal education,4,Previously Married,White Collar,Other Relative,White,Male,20,Other,0,0
14225,42,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,50,US,0,0
14226,43,Private,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Female,40,US,1,14344
14228,57,Self-employed,No formal education,4,Married,Blue Collar,Spouse,White,Male,40,US,1,0
14229,40,Private,Advanced Degree,14,Married,White Collar,Spouse,White,Male,50,US,1,0
14230,62,Government,High School Graduate,9,Previously Married,Service,Not family,White,Female,40,Other,0,0
14232,47,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,50,US,0,0
14233,40,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,40,US,0,0
14234,44,Private,High School Graduate,9,Married,White Collar,Spouse,Other,Female,40,Unknown,1,0
14235,48,Private,Bachelor's Degree,13,Married,Blue Collar,Spouse,White,Male,55,US,0,0
14237,46,Government,Collage/Associate Degree,10,Married,Blue Collar,Spouse,Other,Male,40,US,1,0
14238,72,Self-employed,Advanced Degree,15,Married,White Collar,Spouse,White,Male,50,US,1,99999
14240,47,Government,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,1,0
14241,40,Self-employed,High School Graduate,9,Previously Married,Blue Collar,Not family,White,Male,45,Other,0,0
14242,34,Private,High School Graduate,9,Previously Married,Blue Collar,Not family,Other,Male,40,US,0,0
14244,41,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
14246,42,Self-employed,No formal education,2,Married,White Collar,Spouse,White,Male,60,Unknown,0,0
14247,54,Government,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,50,US,0,0
14248,39,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,White,Female,40,US,0,0
14250,59,Private,Advanced Degree,16,Married,White Collar,Spouse,White,Male,40,US,0,0
14251,69,Private,No formal education,3,Married,White Collar,Spouse,White,Male,40,US,0,1797
14255,68,Unknown,High School Graduate,9,Previously Married,Unknown,Not family,White,Male,32,US,0,0
14256,20,Private,Collage/Associate Degree,10,Previously Married,Blue Collar,Not family,White,Male,40,US,0,0
14258,48,Private,Some High School,8,Previously Married,Blue Collar,Not family,White,Female,50,US,0,0
14259,39,Self-employed,Advanced Degree,15,Married,White Collar,Spouse,White,Male,50,US,1,-1902
14261,22,Private,High School Graduate,9,Never Married,White Collar,Other Relative,White,Female,42,Other,0,0
14263,33,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,45,US,1,0
14265,47,Private,Some High School,7,Married,Blue Collar,Spouse,White,Male,40,US,1,7298
14266,65,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
14267,23,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
14268,28,Private,Collage/Associate Degree,10,Never Married,Service,Not family,White,Female,30,US,0,0
14269,34,Self-employed,High School Graduate,9,Previously Married,White Collar,Not family,White,Male,60,US,1,0
14270,20,Private,Collage/Associate Degree,10,Never Married,Service,Not family,White,Male,40,US,0,0
14271,28,Private,Some High School,7,Never Married,White Collar,Not family,White,Male,40,US,0,0
14272,52,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,60,US,0,0
14273,40,Government,Advanced Degree,14,Married,White Collar,Spouse,Other,Female,38,Other,1,0
14275,29,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,45,US,0,0
